,RO_0,RO_1,RO_2,RO_3,RO_4,RO_5,RO_6,RO_7,RO_8,RO_9,RO_10,RO_11,RO_12,RO_13,RO_14,RO_15,RO_16,RO_17,RO_18,RO_19,Temperature,vccint,vbram,vccaux,time
27,2,474596,469840,467645,462913,460013,467267,417216,460680,460867,456773,419481,367852,368094,456319,456822,452231,374072,466640,420141,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:55:50.583145
28,2,474394,469886,467534,462747,459999,467132,416985,460565,460895,456688,419323,367739,367959,456391,456909,452182,374032,466491,420076,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:55:53.603178
29,2,474049,469492,467249,462094,459703,466845,416822,460359,460778,456556,418991,367462,367610,455999,456518,451925,373759,466138,419799,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:55:56.623922
30,2,474464,469982,467522,462636,460126,467058,417172,460572,460845,456882,419392,367886,368009,456412,457003,452208,374063,466650,420028,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:55:59.647299
31,2,474603,469952,467578,462673,460117,467071,417273,460755,461135,456959,419445,367813,367999,456527,457012,452365,374149,466687,420212,50.57026977539067,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:02.667242
32,2,474545,469922,467572,462841,460079,467196,417125,460892,461033,457011,419407,367848,367951,456446,457089,452308,374083,466612,420110,50.32418823242193,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:05.687183
33,2,474447,469918,467506,462732,460243,467071,417162,460713,460971,456996,419408,367870,367992,456467,457155,452277,374100,466644,420081,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:08.707135
34,2,474567,469873,467578,462737,460300,467206,417073,460678,461088,457043,419355,367815,368029,456531,457081,452352,374202,466565,420220,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:11.727060
35,2,474333,469734,467589,462737,459901,467160,417175,460682,460997,456881,419417,367771,367972,456473,456927,452272,374057,466493,420152,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:14.746997
36,2,474616,469955,467650,462977,460263,467295,417228,460951,461162,456998,419559,367844,368039,456503,457091,452228,374255,466703,420279,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:17.766670
37,2,474452,470014,467514,462622,459877,467136,416982,460749,461008,456879,419337,367715,367979,456364,456970,452307,374030,466590,420169,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:20.785777
38,2,474537,469890,467466,462951,460195,467271,417172,460843,461002,457031,419429,367715,368122,456490,457115,452412,374205,466614,420187,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:23.805700
39,2,474352,469747,467543,462567,459893,466962,416984,460783,460880,456851,419213,367613,367819,456286,456915,452242,374047,466538,419950,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:26.825620
40,2,474341,469865,467475,462679,460099,467171,416934,460724,460965,456895,419325,367717,368020,456414,456977,452299,374150,466662,419976,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:29.845533
41,2,474629,469922,467487,462635,460183,467312,417164,460829,461145,456990,419465,367792,368103,456443,457029,452303,374201,466789,420167,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:32.865477
42,2,474569,469961,467618,463010,460154,467317,417170,460927,461004,456991,419469,367913,368106,456366,457051,452386,374319,466753,420183,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:35.885141
43,2,474702,469930,467580,462834,460365,467301,417359,460958,461228,457061,419533,367907,368135,456531,457037,452378,374258,466720,420233,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:38.905066
44,2,474102,469551,467241,462029,459693,466805,416788,460417,460719,456611,418878,367346,367633,456097,456594,451821,373745,466178,419655,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:41.926043
45,2,474275,469662,467427,462586,460052,467220,416976,460653,461003,456834,419139,367535,367861,456317,456945,452116,373914,466456,419988,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:44.946098
46,2,474150,469465,467161,462030,459812,466837,416930,460384,460773,456734,419028,367321,367617,456116,456753,452147,373751,466161,419947,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:47.969483
47,2,474505,470018,467452,462918,460221,467259,417206,460932,461020,456949,419411,367848,368056,456405,457023,452228,374234,466441,420131,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:50.989357
48,2,474663,470021,467519,462757,460062,467307,417213,460768,460898,456956,419496,367929,368063,456435,457069,452234,374120,466535,420185,50.57026977539067,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:54.011590
49,2,474646,470142,467684,462994,460099,467262,417158,460592,460972,456936,419580,367927,368135,456605,457076,452263,374266,466656,420345,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:56:57.032127
50,2,474328,469671,467341,462327,459679,466853,416656,460605,460813,456644,419039,367474,367803,456217,456538,451916,373848,466186,419922,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:00.052574
51,2,474094,469524,467270,461975,459662,466863,416742,460425,460757,456547,418978,367371,367630,456249,456786,451915,373750,466288,419823,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:03.077239
52,2,474584,469981,467463,462631,460298,467205,417045,460811,461101,456965,419407,367767,368082,456505,457047,452178,374082,466501,420085,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:06.096223
53,2,474379,470034,467511,462685,460229,467242,416969,460735,461034,456994,419385,367721,367972,456565,456907,452296,374127,466587,420175,50.44722900390627,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:09.116215
54,2,474178,469632,467280,462270,459935,466817,416790,460374,460491,456683,419043,367468,367780,456094,456719,451845,373818,466147,419982,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:12.135214
55,2,474131,469634,467215,462148,459713,466820,416829,460402,460600,456611,418942,367482,367678,456275,456787,451929,373728,466305,420001,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:15.155939
56,2,474672,470029,467595,462761,460018,467360,417056,460885,461162,457116,419395,367864,368084,456659,457077,452300,374160,466739,420213,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:18.175905
57,2,474611,470000,467596,462810,460152,467129,417131,460716,461053,456920,419439,367891,368077,456551,457025,452279,374115,466657,420166,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:21.195779
58,2,474873,469914,467752,463077,460426,467199,417223,461015,461163,457190,419621,367970,368147,456680,457226,452575,374250,466759,420331,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:24.215461
59,2,474585,469817,467422,462555,460138,466937,416924,460551,460904,456847,419356,367785,367920,456306,456863,452210,374067,466536,420102,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:27.235345
60,2,474560,469995,467642,462771,460002,467108,417081,460760,461000,456956,419414,367894,368002,456306,457037,452330,374118,466689,420158,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:30.255059
61,2,474392,469786,467267,462501,459779,466833,416803,460281,460813,456698,419150,367636,367800,456128,456786,451997,373994,466412,420025,50.57026977539067,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:33.274131
62,2,474592,470049,467439,462869,460106,467106,416840,460870,461055,456908,419452,367788,367993,456575,456818,452179,374139,466679,420233,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:36.293835
63,2,474654,469953,467359,462711,460063,466976,417015,460622,460875,456877,419377,367683,367927,456386,456933,452248,374089,466512,420105,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:39.313778
64,2,474307,469625,467252,462271,459902,466787,416922,460606,460827,456764,419163,367616,367835,456277,456656,451951,373873,466353,419887,50.201147460937534,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:42.333989
65,2,474624,469800,467489,462728,460156,467161,417206,460771,461129,456963,419539,367784,368012,456512,456985,452244,374078,466674,420140,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:45.353966
66,2,474556,469888,467511,462660,460088,467206,417159,460855,461262,456941,419447,367737,367921,456486,457112,452338,374085,466671,420038,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:48.373968
67,2,474484,469731,467296,462446,460053,466930,416925,460552,460897,456865,419248,367682,367812,456476,456985,452076,374011,466554,420089,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:51.393955
68,2,474646,469983,467474,463097,460109,467239,417146,460941,461131,457064,419530,367854,368126,456675,456989,452442,374134,466740,420209,50.44722900390627,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:54.413078
69,2,474543,469746,467390,462708,460054,467029,417131,460614,461120,456829,419373,367706,367956,456540,457032,452286,374050,466573,420096,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:57:57.433046
70,2,474460,469847,467249,462668,460010,466922,416885,460516,460877,456724,419329,367723,367808,456416,456821,452224,373979,466544,420039,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:00.457354
71,2,474559,469864,467439,462775,460004,466936,417066,460567,460737,456910,419247,367681,367983,456331,456929,452267,373985,466605,420040,50.44722900390627,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:03.477037
72,2,474681,470017,467467,463078,459970,467181,417178,460682,461078,457017,419394,367889,367986,456407,457047,452444,374013,466722,420136,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:06.496703
73,2,474476,469866,467579,462701,460008,467170,417150,460801,460935,456904,419422,367792,368030,456507,457045,452246,374103,466658,420219,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:09.516652
74,2,474411,469905,467445,462599,459900,467136,417008,460650,460969,456882,419290,367707,367933,456477,456870,452287,373996,466568,420106,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:12.536583
75,2,474497,469877,467381,462875,459938,467173,417043,460616,460881,456727,419356,367749,367958,456424,456906,452275,374088,466551,420186,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:15.556272
76,2,474767,470057,467611,462544,460005,467132,417010,460630,460998,456940,419493,367889,368067,456508,457026,452320,374088,466680,420247,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:18.575972
77,2,474644,469988,467439,462741,460071,467237,417260,460498,461006,456944,419427,367825,368035,456494,456876,452383,374060,466594,420161,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:21.595723
78,2,474540,469765,467403,462746,460007,467159,416975,460650,460923,456738,419319,367738,367928,456389,456842,452118,373869,466555,420067,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:24.615416
79,2,474611,469997,467464,462805,460064,467211,416978,460623,460897,456788,419425,367799,367859,456488,457083,452370,373996,466595,420196,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:27.634444
80,2,474362,469815,467357,462553,460090,467025,417050,460796,461006,456828,419328,367711,367906,456473,456914,452173,374108,466481,420113,51.92371826171876,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:30.654557
81,2,474447,469912,467557,462621,460133,467053,417040,460728,461093,456918,419317,367778,367939,456517,457039,452341,374031,466566,420134,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:33.674538
82,2,474364,469763,467336,462470,460026,467095,416929,460639,460868,456768,419175,367725,368000,456361,456931,452367,373901,466538,420133,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:36.694595
83,2,474543,470107,467630,462819,460207,467342,417090,460850,461067,456949,419486,367794,368012,456619,457094,452471,374116,466667,420361,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:39.714313
84,2,474372,469738,467258,462259,459794,466924,416982,460537,460842,456633,419221,367550,367730,456169,456724,452341,373771,466302,420030,50.69331054687501,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:42.734800
85,2,474131,469590,467021,461997,459731,466785,416780,460480,460648,456475,418959,367340,367657,456118,456629,452093,373685,466143,419878,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:45.756042
86,2,474708,470037,467636,463013,460353,467325,417090,460829,461089,456972,419496,367852,368095,456383,457046,452496,374010,466732,420255,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:48.775719
87,2,474340,469868,467483,462307,460028,467003,416896,460579,460820,456737,419165,367637,367776,456255,456953,452204,373953,466568,420001,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:51.795895
88,2,474617,470170,467592,462818,460211,467185,417275,460872,461051,456839,419481,367892,368092,456515,456954,452600,374084,466704,420324,50.57026977539067,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:54.815622
89,2,474580,469947,467489,462715,460031,467211,417192,460762,461023,456813,419461,367845,368010,456535,457010,452360,374068,466665,420101,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:58:57.835575
90,2,474591,470056,467599,462832,460206,467302,417123,460773,460995,456834,419503,367901,367980,456372,456941,452399,373953,466748,420174,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:00.855280
91,2,474536,470019,467537,462837,460138,467163,416949,460811,460977,456679,419449,367698,367904,456353,456839,452349,374002,466642,420079,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:03.881743
92,2,474627,470054,467721,462971,460186,467234,417081,460880,461170,456791,419569,367874,368039,456496,457015,452407,374062,466737,420182,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:06.902119
93,2,474674,470087,467819,462869,460128,467196,416996,460827,461053,456786,419454,367809,367998,456462,456978,452458,374121,466727,420221,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:09.922129
94,2,474466,470006,467694,462652,460037,467120,417030,460520,461095,456715,419503,367810,367998,456442,456951,452441,374050,466655,420074,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:12.940954
95,2,474556,470051,467483,462873,460154,467091,416964,460610,461180,456767,419349,367858,367999,456341,457130,452548,374062,466647,420193,51.55459594726568,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:15.960950
96,2,474277,469667,467225,462186,459805,466926,416861,460566,460859,456596,419086,367368,367669,456221,456825,452081,373685,466366,419846,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:18.984610
97,2,474624,470006,467529,463114,460145,467236,417038,460829,461169,456780,419532,367807,368060,456557,457256,452587,374115,466691,420164,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:22.003844
98,2,474635,470082,467464,462803,460113,467195,417057,460727,461051,456595,419524,367859,368061,456448,456917,452463,374080,466722,420228,50.44722900390627,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:25.023556
99,2,474366,469740,467160,462347,459803,467084,416982,460329,460810,456561,419209,367558,367813,456108,456723,452246,373908,466418,420029,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:28.042543
100,2,474600,469961,467513,462609,460060,467203,417194,460893,461120,456901,419459,367734,368123,456521,456981,452589,374136,466674,420201,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:31.062556
101,2,474343,469865,467526,462598,459946,467058,417043,460537,461023,456782,419301,367729,367944,456405,456872,452506,373993,466561,420102,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:34.082721
102,2,474460,469892,467432,462688,460013,467266,417180,460838,461189,456738,419403,367721,367959,456403,457034,452579,373983,466572,420060,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:37.102668
103,2,474777,470086,467635,462940,460148,467267,417322,460844,461154,456916,419658,367923,368151,456477,457075,452565,374112,466799,420302,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:40.122376
104,2,474424,469823,467148,462335,460029,466948,416903,460477,460897,456518,419218,367523,367830,456108,456768,452302,373795,466348,419986,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:43.141318
105,2,474449,469948,467448,462687,460081,467194,417100,460570,461156,456754,419381,367718,367999,456349,457152,452605,373901,466650,420188,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:46.161246
106,2,474666,470035,467410,462765,460103,467191,417196,460595,461085,456838,419441,367807,368023,456442,456986,452463,373944,466683,420172,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:49.180367
107,2,474406,469891,467218,462654,460060,467052,417099,460639,461071,456763,419381,367717,367893,456271,457050,452313,373836,466499,420100,51.55459594726568,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:52.201921
108,2,474632,470112,467542,462756,460166,467242,417232,460989,461141,457101,419478,367863,368091,456512,457189,452569,374125,466692,420184,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:55.221900
109,2,474493,469903,467517,462461,460119,467161,417107,460663,461158,456811,419248,367653,367930,456493,456884,452403,373946,466505,420190,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 02:59:58.241964
110,2,474669,470019,467604,462872,460074,467280,417138,460845,461231,456972,419504,367890,368076,456442,456981,452570,374075,466695,420346,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:01.265178
111,2,474632,470059,467650,463026,460203,467395,417105,461015,461216,456886,419630,367882,368025,456533,457048,452426,374173,466724,420280,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:04.284946
112,2,474580,469943,467658,462886,460186,467403,417207,460788,461225,456887,419595,367887,368048,456614,456953,452512,374190,466641,420313,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:07.304800
113,2,474595,469984,467528,462827,460155,467316,417118,460854,461245,456989,419478,367775,368001,456386,456884,452486,374173,466760,420387,51.185473632812545,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:10.323801
114,2,474589,470033,467604,462923,460433,467208,417230,460922,461281,457032,419612,367940,368067,456532,457098,452523,374285,466867,420374,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:13.343095
115,2,474641,469946,467447,462774,460124,467160,417132,460763,461179,456874,419395,367780,367998,456470,456871,452395,374035,466636,420235,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:16.362819
116,2,474601,470146,467629,463084,460303,467138,417241,460976,461157,456813,419553,367841,368034,456438,456896,452608,374091,466673,420298,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:19.382694
117,2,474750,469997,467650,463132,460232,467279,417255,460834,461153,456817,419525,367966,368185,456527,457116,452647,374154,466748,420211,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:22.402461
118,2,474743,470178,467799,462885,460249,467238,417142,461023,461255,457040,419582,367936,368123,456651,457019,452605,374218,466752,420261,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:25.422316
119,2,474735,470209,467482,462891,460122,467350,417036,460810,461107,456943,419588,367886,368159,456487,457044,452358,374084,466670,420216,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:28.442062
120,2,474638,470110,467665,462881,460165,467151,417125,460742,461005,456834,419606,367884,367883,456385,456915,452355,374016,466624,420170,51.308514404296886,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:31.462118
121,2,474804,470168,467719,463158,460306,467297,417220,460783,461062,456883,419637,368020,368176,456453,456971,452587,374206,466685,420200,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:34.482057
122,2,474801,470106,467553,463115,460168,467365,416970,460779,461242,456861,419532,367902,368063,456561,457064,452616,374168,466761,420271,51.55459594726568,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:37.501818
123,2,474763,470021,467605,462956,460263,467385,417130,460945,461085,456957,419581,367900,368096,456482,456981,452601,374218,466724,420277,51.06243286132815,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:40.521584
124,2,474678,470178,467574,462953,460138,467300,417028,461019,461086,456943,419579,367935,368084,456555,457116,452412,374152,466678,420222,50.57026977539067,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:43.542174
125,2,474609,470153,467580,463230,460088,467204,417121,460749,461000,456891,419518,367866,368164,456556,457001,452599,374152,466751,420246,51.431555175781284,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:46.562105
126,2,474733,470334,467733,463261,460247,467453,417235,461046,461225,457053,419687,368007,368155,456564,457210,452571,374278,466766,420261,50.93939208984381,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:49.581952
127,2,474666,470290,467633,462805,460313,467429,417226,461026,461224,456975,419605,367966,368107,456561,457063,452554,374157,466650,420282,50.81635131835941,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:52.602114
128,2,474618,470093,467555,462675,460279,467304,417030,460805,460960,456891,419487,367784,367902,456566,456949,452503,374113,466549,420243,51.67763671875002,1.0224609375,1.0224609375,1.803955078125,2024-06-03 03:00:55.622153
