,RO_0,RO_1,RO_2,RO_3,RO_4,RO_5,RO_6,RO_7,RO_8,RO_9,RO_10,RO_11,RO_12,RO_13,RO_14,RO_15,RO_16,RO_17,RO_18,RO_19,Temperature,vccint,vbram,vccaux,time
27,2,474627,469994,467681,462832,460472,467479,417215,460969,461175,457025,419559,367946,368218,456600,457276,452638,374213,466811,420239,50.57026977539067,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:54:45.145104
28,2,474738,470129,467652,462912,460393,467542,417387,460977,461188,457045,419754,368022,368141,456624,457243,452564,374307,466991,420319,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:54:48.165163
29,2,474768,470135,467614,463096,460330,467589,417349,461137,461277,457190,419738,368047,368159,456615,457172,452694,374309,466956,420172,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:54:51.185448
30,2,474187,469774,467397,462294,460231,467142,417074,460723,460917,456841,419328,367695,367834,456225,456897,452446,373992,466674,419882,50.57026977539067,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:54:54.206628
31,2,474432,469935,467483,462864,460232,467396,417326,460812,461182,457070,419497,367807,368127,456479,457185,452541,374165,466818,420126,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:54:57.226888
32,2,474400,469666,467390,462307,460004,467166,417111,460672,460855,456768,419223,367663,367824,456424,456963,452433,373996,466564,420001,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:00.248162
33,2,474581,469918,467792,462668,460462,467573,417385,460865,461148,457124,419581,368090,368234,456686,457163,452740,374214,466983,420183,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:03.268468
34,2,474573,469901,467478,463066,460251,467441,417275,460925,461086,457206,419547,367972,368108,456633,457151,452685,374197,466928,420117,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:06.288738
35,2,474518,469977,467567,462866,460148,467541,417347,460879,461044,457040,419588,367913,368122,456606,457261,452658,374180,466900,420122,50.32418823242193,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:09.312930
36,2,474664,470135,467658,462803,460250,467413,417257,460804,461027,457126,419573,367995,368067,456648,457202,452569,374261,466896,420170,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:12.333046
37,2,474832,470006,467629,463171,460356,467682,417461,460731,461187,457148,419762,368045,368262,456817,457168,452706,374301,467025,420286,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:15.353086
38,2,474811,470042,467828,462904,460449,467513,417510,460894,461235,457083,419632,367972,368184,456846,457382,452681,374230,466952,420222,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:18.373337
39,2,474453,469905,467382,462746,460270,467429,417323,460837,460983,457017,419411,367757,367956,456531,457006,452521,374083,466765,420054,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:21.393624
40,2,474549,469899,467342,462642,460230,467487,417166,460804,461168,456916,419556,367890,368111,456573,457119,452605,374182,466883,420019,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:24.413899
41,2,474684,470074,467683,462846,460510,467432,417271,461015,461123,457090,419628,367971,368158,456603,457251,452774,374325,467055,420255,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:27.433945
42,2,474488,469793,467568,462497,460193,467207,417124,460639,460787,456712,419422,367767,367993,456427,457078,452418,374071,466729,419975,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:30.453263
43,2,474639,470071,467737,462995,460539,467504,417280,461068,461248,457145,419678,367946,368189,456747,457372,452772,374368,467045,420294,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:33.473665
44,2,474564,469894,467569,462897,460451,467324,417356,460973,460893,456954,419622,367886,368126,456535,457137,452590,374204,467005,420252,50.69331054687501,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:36.494009
45,2,474778,470181,467591,462743,460244,467402,417487,460863,461164,457035,419764,368000,368145,456612,457265,452590,374319,466958,420322,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:39.514216
46,2,474638,470043,467688,462734,460149,467388,417252,460932,461119,457138,419644,367926,368193,456535,457194,452755,374206,466894,420271,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:42.537824
47,2,474820,470186,467864,463079,460411,467681,417425,460885,461277,457091,419780,368092,368325,456657,457363,452691,374403,467153,420368,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:45.557151
48,2,474797,470048,467965,463172,460355,467643,417279,460942,461419,457085,419758,367967,368305,456606,457328,452702,374328,467030,420428,50.44722900390627,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:48.577149
49,2,474823,469915,467736,462974,460530,467593,417285,460916,461212,457015,419747,367972,368187,456540,457371,452713,374340,467008,420266,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:51.597151
50,2,474657,470031,467596,463247,460203,467554,417257,460786,461152,456992,419646,368016,368212,456644,457126,452583,374287,466967,420197,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:54.617168
51,2,474624,470010,467719,462967,460258,467554,417343,460930,461106,457035,419742,367982,368206,456687,457123,452665,374243,466929,420171,51.431555175781284,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:55:57.637179
52,2,474718,470036,467717,463028,460395,467589,417252,461018,461222,457094,419733,367968,368223,456605,457357,452674,374135,467028,420260,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:00.656328
53,2,474724,470106,467778,463063,460285,467520,417418,461024,461244,456961,419713,368008,368334,456510,457256,452742,374227,467007,420192,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:03.676342
54,2,474682,470070,467716,462813,460269,467503,417311,460970,461171,457082,419686,367968,368235,456679,457291,452763,374209,466943,420228,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:06.695715
55,2,474502,469885,467686,462766,460102,467304,417330,460882,461063,456920,419549,367935,368048,456531,457047,452688,374011,466795,420072,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:09.720461
56,2,474736,470082,467752,463217,460268,467524,417283,460949,461204,457086,419726,368077,368319,456704,457051,452866,374265,466992,420298,50.57026977539067,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:12.740603
57,2,474307,469696,467385,462496,459964,467144,416936,460512,460943,456633,419224,367636,367902,456261,456782,452348,373818,466719,419933,50.57026977539067,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:15.764191
58,2,474681,469989,467819,463046,460301,467627,417266,460986,461188,456981,419633,368024,368133,456445,457183,452772,374203,467013,420202,50.69331054687501,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:18.784212
59,2,474683,469935,467708,462903,460161,467569,417256,460879,461284,457096,419612,367960,368118,456599,457216,452724,374228,466971,420167,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:21.804571
60,2,474750,469921,467715,462812,460134,467437,417141,460887,461134,456912,419695,367935,368145,456452,457188,452661,374156,466981,420229,50.69331054687501,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:24.823725
61,2,474572,470026,467605,462976,460233,467588,417373,461059,461246,457020,419580,367978,368207,456567,457236,452672,374268,466886,420006,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:27.843984
62,2,474466,469976,467621,463052,460364,467431,417305,461039,461286,457105,419631,367867,368212,456568,457233,452734,374262,466946,420318,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:30.864274
63,2,474661,469994,467858,463022,460357,467417,417307,460961,461266,457078,419711,367966,368314,456569,457200,452642,374289,467086,420206,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:33.884309
64,2,474743,470007,467707,463116,460250,467351,417367,460951,461316,456967,419714,368005,368260,456523,457173,452684,374201,466991,420135,50.201147460937534,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:36.904371
65,2,474721,469948,467703,463037,460416,467570,417479,461183,461227,457127,419723,368004,368232,456682,457327,452850,374272,466986,420382,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:39.924646
66,2,474675,469879,467942,463293,460316,467520,417425,461114,461395,457221,419839,368029,368215,456536,457287,452779,374239,467009,420217,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:42.949130
67,2,474616,469852,467564,462983,460417,467500,417326,460951,461191,457003,419630,367898,368133,456670,457175,452601,374137,466807,420141,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:45.969437
68,2,474849,470105,467659,462846,460414,467442,417433,460991,461271,457072,419751,367882,368222,456709,457199,452749,374248,466937,420240,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:48.988708
69,2,474779,470120,467775,463058,460627,467476,417471,461040,461241,457084,419807,367949,368247,456676,457351,452629,374270,467006,420235,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:52.009905
70,2,474776,470057,467787,462951,460514,467475,417313,461000,461273,456979,419738,367954,368188,456604,457298,452639,374193,467027,420280,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:55.032179
71,2,474677,470066,467693,463212,460408,467485,417388,460811,461020,457036,419739,367837,368162,456551,457225,452583,374205,466965,420205,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:56:58.052321
72,2,474761,470054,467798,463091,460383,467500,417298,460907,461234,457043,419614,367880,368125,456597,457203,452730,374080,466982,420236,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:01.072732
73,2,474706,470084,467849,463152,460259,467447,417456,461172,461083,456976,419648,367877,368193,456545,457111,452510,374207,466966,420286,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:04.092786
74,2,474739,470081,467822,463017,460358,467531,417357,461139,461081,456958,419644,367987,368202,456532,457392,452792,374199,466963,420340,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:07.112885
75,2,474862,470253,467773,463008,460348,467587,417517,461062,461162,457076,419736,368043,368236,456657,457344,452711,374206,467094,420472,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:10.136336
76,2,474693,470024,467702,462946,460219,467403,417326,461148,461281,456943,419648,367941,368157,456537,457209,452701,374139,466982,420189,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:13.156343
77,2,474793,470050,467650,462946,460198,467487,417467,461127,460962,457071,419781,367960,368188,456627,457235,452759,374221,467021,420279,51.431555175781284,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:16.176338
78,2,474556,469966,467701,462884,460169,467608,417131,461086,461066,457156,419621,367947,368156,456531,457268,452675,374120,466901,420292,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:19.196360
79,2,474656,470209,467658,462987,460267,467512,417342,460998,461133,456904,419663,368031,368279,456546,457139,452706,374209,466966,420314,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:22.216400
80,2,474363,469833,467387,462271,459928,467187,416993,460599,460919,456665,419326,367747,367721,456272,456993,452372,373935,466745,420095,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:25.235649
81,2,474585,469912,467365,462761,460166,467338,417266,460815,461173,456974,419635,367896,368063,456514,457224,452753,374135,466905,420297,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:28.255961
82,2,474485,470020,467665,462827,460176,467400,417417,460926,461124,456838,419608,367837,368091,456478,457208,452610,374023,466880,420209,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:31.276249
83,2,474578,470328,467566,462827,460483,467465,417181,460975,461176,456868,419789,367984,368204,456550,457313,452725,374189,467000,420334,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:34.295499
84,2,474422,470244,467863,463173,460480,467629,417488,461227,461261,457162,419816,368103,368365,456738,457331,452970,374255,467045,420363,51.431555175781284,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:37.315178
85,2,474761,470200,467741,463168,460263,467609,417558,461107,461211,457062,419699,368040,368288,456564,457451,452920,374279,467055,420405,51.431555175781284,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:40.335189
86,2,474648,470227,467789,463121,460384,467662,417431,461152,461041,457068,419654,368016,368185,456594,457287,452836,374279,466950,420310,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:43.363190
87,2,474469,469852,467476,462682,460166,467296,417256,460822,460901,456677,419465,367849,367951,456452,456964,452447,373978,466644,420122,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:46.382500
88,2,474595,469985,467493,462921,460362,467444,417437,460863,461241,456893,419642,367931,368128,456856,457146,452869,374189,466839,420264,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:49.402867
89,2,474658,470123,467646,462995,460607,467575,417401,461118,461203,456913,419635,367849,368118,456594,457159,452824,374265,466936,420248,51.55459594726568,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:52.423155
90,2,474510,469945,467588,462879,460191,467343,417409,461046,461112,456904,419607,367939,368075,456534,457176,452829,374183,466906,420241,51.55459594726568,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:55.443463
91,2,474593,470179,467674,462933,460334,467394,417387,460906,461217,456808,419675,367921,368049,456806,457163,452696,374264,466985,420272,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:57:58.463890
92,2,474752,469990,467832,463121,460539,467714,417483,461101,461204,456973,419819,368076,368192,456672,457443,452725,374327,466955,420466,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:01.483897
93,2,474737,470037,467757,462951,460224,467629,417542,460774,461200,456880,419743,368033,368056,456571,457329,452682,374287,466874,420279,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:04.503194
94,2,474233,469716,467377,462590,459845,467099,417023,460661,460719,456563,419293,367516,367676,456346,456875,452373,373871,466540,419935,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:07.526896
95,2,474821,470013,467760,462954,460331,467671,417394,460952,461106,457137,419726,368016,368098,456637,457340,452713,374292,466891,420302,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:10.551302
96,2,474492,469970,467688,462702,460204,467532,417271,461001,461081,456744,419672,367871,367974,456508,457083,452741,374234,466795,420171,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:13.571599
97,2,474654,470100,467796,463162,460260,467457,417401,461056,461302,456941,419795,368083,368221,456655,457303,452749,374101,466959,420341,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:16.591620
98,2,474609,470165,467614,462790,460293,467540,417263,460943,461025,456861,419591,367794,368090,456564,457093,452682,374069,466751,420231,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:19.612019
99,2,474616,470180,467570,463114,460426,467418,417389,460917,461116,456882,419658,367901,368085,456536,457202,452592,374232,466844,420208,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:22.632335
100,2,474702,470182,467805,463059,460506,467585,417564,461126,461204,457063,419777,368073,368298,456765,457267,452739,374322,466849,420297,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:25.652407
101,2,474747,470113,467729,462951,460110,467612,417386,460849,461221,456871,419693,367978,368197,456615,457198,452752,374236,466988,420313,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:28.672519
102,2,474654,470053,467772,462740,460286,467489,417543,460976,461126,456981,419654,367911,368197,456584,457251,452729,374223,466811,420333,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:31.692800
103,2,474748,470105,467870,463014,460253,467418,417362,460800,461190,456957,419639,368017,368141,456534,457325,452719,374303,466966,420450,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:34.712062
104,2,474588,470038,467573,462987,460305,467365,417279,461015,461262,456828,419700,367962,368066,456537,457150,452669,374116,466825,420336,50.44722900390627,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:37.732151
105,2,474747,470040,467609,462913,460154,467259,417439,460979,461035,456888,419686,367890,368042,456506,457017,452676,374162,466855,420312,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:40.751435
106,2,474122,469681,467230,462265,459965,467207,417007,460659,461002,456542,419132,367432,367800,456267,456913,452493,373710,466437,419907,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:43.776633
107,2,474663,470176,467788,463033,460352,467354,417320,461014,461294,456869,419703,367910,368166,456650,457191,452841,374111,466932,420384,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:46.796657
108,2,474612,470068,467715,463108,460448,467508,417443,461076,461322,457059,419619,367968,368205,456745,457322,452901,374172,466871,420330,51.67763671875002,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:49.816961
109,2,474532,470073,467482,462705,460489,467574,417197,461046,461235,457021,419638,367934,368071,456580,457227,452750,374106,466865,420179,50.69331054687501,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:52.837335
110,2,474622,469980,467678,462819,460434,467540,417374,460975,461197,456872,419598,367989,368137,456720,457272,452879,374270,466922,420266,51.55459594726568,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:55.858052
111,2,474772,470208,467733,462972,460394,467564,417259,460964,461419,456831,419718,367963,368191,456764,457387,452952,374279,466966,420246,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:58:58.880702
112,2,474913,470168,467741,463226,460458,467579,417514,460819,461474,456881,419728,368008,368175,456774,457418,453009,374282,466910,420366,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:01.902008
113,2,474670,470176,467637,462993,460466,467555,417463,461081,461219,456712,419682,367953,368175,456813,457229,452852,374261,466966,420459,50.81635131835941,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:04.922268
114,2,474517,469995,467650,462511,460058,467453,417209,460953,461055,456783,419479,367795,368013,456620,457093,452628,374180,466844,420143,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:07.942529
115,2,474735,470003,467623,462818,460045,467387,417382,460801,460918,456747,419597,367864,368080,456649,457117,452631,374196,466861,420182,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:10.967818
116,2,474526,469845,467514,462958,460167,467310,417339,461058,461113,456781,419626,367878,368084,456637,457331,452798,374163,466852,420181,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:13.988109
117,2,474727,470137,467864,463110,460247,467563,417530,461056,461308,456902,419694,367952,368139,456793,457267,452916,374296,467020,420312,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:17.010744
118,2,474600,470010,467565,462872,460198,467524,417470,460813,461139,456879,419458,367858,368165,456626,457298,452766,374205,466895,420166,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:20.031089
119,2,474440,469918,467540,462507,459997,467294,417111,460553,460931,456696,419417,367738,367978,456469,457077,452490,374009,466716,420132,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:23.051902
120,2,474683,470221,467636,462941,460257,467478,417515,460899,460993,456896,419640,367966,368218,456822,457249,452716,374154,466904,420204,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:26.072277
121,2,474787,470340,467775,463252,460483,467328,417436,460953,461224,456790,419705,368007,368236,456735,457319,452840,374238,466979,420238,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:29.092337
122,2,474691,470116,467682,463015,460288,467480,417183,460787,461238,456706,419588,367874,368129,456683,457228,452724,374255,466949,420129,51.06243286132815,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:32.112095
123,2,474719,470020,467650,463056,460273,467528,417439,461038,461179,456772,419664,367848,368070,456615,457294,452689,374261,466937,420284,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:35.132097
124,2,474404,469780,467462,462451,460004,467238,417145,460791,460976,456397,419355,367633,367861,456429,456905,452506,373954,466544,420017,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:38.152614
125,2,474764,469941,467706,462707,460381,467418,417372,460894,461364,456722,419613,367922,368078,456643,457252,452782,374202,466802,420229,51.308514404296886,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:41.173026
126,2,474782,470038,467729,462843,460323,467537,417433,461128,461225,456900,419760,368008,368233,456800,457211,452883,374295,466913,420287,50.93939208984381,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:44.199499
127,2,474648,469868,467468,462794,460278,467403,417420,460784,461029,456676,419568,367849,368101,456575,457210,452526,374134,466717,420122,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:47.221344
128,2,474577,469916,467706,462635,460231,467537,417391,461068,461116,456647,419621,367886,368178,456595,457389,452632,374261,466884,420201,51.185473632812545,1.023193359375,1.0224609375,1.803955078125,2024-06-03 01:59:50.241590
